[2024-09-02 19:06:43,036] INFO [QuorumController id=1] Creating new QuorumController with clusterId 6jKgrn6AQWasXgFPRzxV0g. (org.apache.kafka.controller.QuorumController)
[2024-09-02 19:06:43,042] INFO [QuorumController id=1] Becoming the active controller at epoch 1, next write offset 1. (org.apache.kafka.controller.QuorumController)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-40 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-41 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-42 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-43 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-44 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-45 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-46 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,114] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-47 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,115] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-48 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
[2024-09-02 19:09:40,115] INFO [QuorumController id=1] Replayed PartitionRecord for new partition __consumer_offsets-49 with topic ID 6IWF03JWSnSy2TPxm_2Ceg and PartitionRegistration(replicas=[1], directories=[bOn0HQux8YJPAUEV0wnUlw], isr=[1], removingReplicas=[], addingReplicas=[], elr=[], lastKnownElr=[], leader=1, leaderRecoveryState=RECOVERED, leaderEpoch=0, partitionEpoch=0). (org.apache.kafka.controller.ReplicationControlManager)
